,v1_comment,Change Attribute Type,Change Parameter Type,Change Return Type,Change Variable Type,Move Class,Rename Attribute,Rename Class,Rename Method,Rename Parameter,Rename Variable
673,"Default don't get overridden in tests
FIXME: Should we even be allowed to access test variables here?",0,0,1,0,0,0,0,1,0,0
674,"/**
Provides current time.
This approach is because of testing. Timer for automated testing purposes can return discrete values
instead of real time. You do not need to modify timer in real test.
/",0,1,0,0,0,0,0,0,0,1
675,"(These have all moved to AssessmentTestController)
/**
Returns current result of this test (only test itself, no items).

@param parent parent of created result
@return current result of this test (only test itself, no items)
/
@ToRefactor
public TestResult getTestResult(AssessmentResult parent)",0,1,0,0,0,0,0,0,0,1
676,if (!(parent instanceof AssessmentItemRef)),0,1,0,0,0,0,0,0,0,1
677,"@Override
@ToRefactor
/* NB: Maybe this needs to account for selection/ordering? */",0,0,0,0,0,0,0,0,0,1
678,CUT & PASTE BELOW - YUCK!,1,1,1,1,0,1,0,1,1,1
679,FIXME: Next wodge of code has some cut & paste!,0,0,0,0,0,0,0,1,0,1
680,FIXME: This is probably not the right logic in general but works OK in this restricted case,0,0,0,0,0,0,0,1,0,1
681,"Mark test as finished.

FIXME: This would need generalised to handle multiple testParts",0,0,0,0,0,0,0,1,0,1
682,"Sue prefers this
Not in review state yet",0,0,0,0,0,0,0,1,0,1
683,"Sue prefers this
Not in review state yet",0,0,0,0,0,0,0,1,0,1
684,Allow deselection FIXME: Review when we support linear?,0,0,0,0,0,0,0,1,0,1
685,"FIXME: Only supporting NONLINEAR so far, so only outcome is to show navigation menu",0,0,0,1,0,1,0,1,1,1
686,"FIXME: Only supporting NONLINEAR so far, so only outcome is to show navigation menu",0,0,0,1,0,1,0,1,1,1
687,"FIXME: Only supporting NONLINEAR so far, so only outcome is to show navigation menu",0,0,0,1,0,1,0,1,1,1
688,"Mark item as being presented
FIXME: Is this the right place, or should it go in engine service layer?",0,0,0,1,0,1,0,1,1,1
689,Allow deselection FIXME: Review when we support linear?,0,0,0,1,0,1,0,1,1,1
690,"Mark item as being presented
FIXME: Is this the right place, or should it go in engine service layer?",0,0,0,1,0,1,0,1,1,1
691,"Mark item as being presented
FIXME: Is this the right place, or should it go in engine service layer?",0,0,0,1,0,1,0,1,1,1
692,FIXME: Currently EXIT_TEST_PART exits the test completely,0,0,0,0,0,0,0,1,0,1
693,"FIXME: Handle the case of a degenerate test (i.e. no usable testParts, possibly because of
failed preconditions).

FIXME: Handle the case where there is a testPart, but it doesn't contain any usable
items, so gets ended immediately.",0,0,0,0,0,0,0,1,0,1
694,"FIXME: Handle the case of a degenerate test (i.e. no usable testParts, possibly because of
failed preconditions).

FIXME: Handle the case where there is a testPart, but it doesn't contain any usable
items, so gets ended immediately.",0,0,0,0,0,0,0,1,0,1
695,"FIXME: Handle the case of a degenerate test (i.e. no usable testParts, possibly because of
failed preconditions).

FIXME: Handle the case where there is a testPart, but it doesn't contain any usable
items, so gets ended immediately.",0,0,0,0,0,0,0,1,0,1
696,"FIXME: Handle the case of a degenerate test (i.e. no usable testParts, possibly because of
failed preconditions).

FIXME: Handle the case where there is a testPart, but it doesn't contain any usable
items, so gets ended immediately.",0,0,0,0,0,0,0,1,0,1
697,FIXME! This logic is not right!,0,0,0,0,0,0,0,1,0,1
698,Not in review state yet,0,0,0,0,0,1,0,1,1,0
699,FIXME: Make sure we're allowed to review this item: allowReview OR showFeedback must be true,0,0,0,0,0,1,0,1,1,0
700,FIXME: Make sure we're allowed to review this item: allowReview OR showFeedback must be true,0,0,0,0,0,1,0,1,1,0
701,FIXME: Need to check that the current test part is finished. We don't currently model this.,0,0,0,0,0,1,0,1,1,0
702,FIXME: Temporary override until we get decent authoring info!,0,1,0,0,0,0,0,1,1,0
703,"We won't fail here, but this is probably a bad sign so let's log it!",0,0,0,0,0,0,0,1,1,0
704,FIXME: This is probably not the right logic in general but works OK in this restricted case,1,1,0,0,0,1,0,1,1,0
705,"Extract state attributes
FIXME: Remove legacy true
FIXME: Remove legacy false
FIXME: Remove legacy false",1,1,0,0,0,1,0,1,1,0
706,"Extract state attributes
FIXME: Remove legacy true
FIXME: Remove legacy false
FIXME: Remove legacy false",1,1,0,0,0,1,0,1,1,0
707,#NAME?,1,1,0,0,0,1,0,1,1,1
708,FIXME: Change this!,1,1,1,1,0,1,1,1,1,0
709,"If we're building HTML5, add in its custom pseudo-DOCTYPE as we can't generate this in XSLT.
(NB: This only works sanely as we've hard-coded a reasonable encoding.)",1,1,1,1,0,1,1,1,1,0
710,Extract item to review,0,1,0,0,0,0,0,0,1,0
711,Extract item to review,0,1,0,0,0,0,0,0,1,0
712,"If we're building HTML5, add in its custom pseudo-DOCTYPE as we can't generate this in XSLT.
(NB: This only works sanely as we've hard-coded a reasonable encoding.)",0,1,0,0,0,0,0,0,1,0
713,Now set candidate action permissions depending on state of session,0,1,0,0,0,0,0,0,1,0
714,Extract item to review,0,1,0,0,0,0,0,0,1,0
715,FIXME: Probably have further checks to do here?,0,0,1,0,0,0,0,0,0,1
716,FIXME: Add checks to make sure we can do this,0,0,1,0,0,0,0,0,0,1
717,FIXME: Make sure the testPart is currently ended,0,0,1,0,0,0,0,0,0,1
718,FIXME: Need to check that the current test part is finished. We don't currently model this.,0,0,1,0,0,0,0,0,0,1
719,#NAME?,1,0,0,0,0,1,0,0,0,0
720,Maybe validate AssessmentPackage,1,0,0,0,0,1,1,0,0,1
721,Maybe validate new AssessmentPackage,1,0,0,0,0,1,1,0,0,1
722,"-------------------------------------------------
Validation
(These methods arguably belong somewhere as, we're not doing any permission checking here)",1,0,0,0,0,1,1,0,0,1
723,Barf,1,0,0,0,0,1,1,0,0,1
724,FIXME: This way of accessing outcome values looks old... probably needs refactored!,0,0,0,1,0,0,0,0,1,1
725,"TODO: Filter out the required assessmentItemRef instances and get the subclass to
process them in some suitable way.",0,0,0,1,0,0,0,0,1,1
726,Create a delivery and a (hacky) token to pass back to access this delivery,0,0,0,0,0,0,0,1,1,1
727,"TODO : maybe add a break here to prevent severals plugins to
receive it",0,0,1,1,0,1,1,1,1,1
728,"FIXME : why we did that ??
this is not a good idea to force bounds when rescale = false",0,0,1,1,0,1,1,1,1,1
729,FIXME : mettre ca dans un stream Plugin Manager ?,0,0,1,1,0,1,1,1,1,1
730,"// FIXME : a mettre dans un stream Plugin Manager
@Override
public void registerStreamPlugin(PluginStreamGenerator pluginStreamGenerator)",0,0,1,1,0,1,1,1,1,1
731,FIXME : why we need this ???,1,0,0,1,0,1,1,1,1,1
732,FIXME : why we need this ???,1,0,0,1,0,1,1,1,1,1
733,FIXME : why we need this ???,1,0,0,1,0,1,1,1,1,1
734,TODO: add sequences from swimming pool ?,1,0,0,1,0,1,1,1,1,1
735,TODO: add ROI from swimming pool ?,1,0,0,1,0,1,1,1,1,1
736,TODO: add Painter from swimming pool ?,1,0,0,1,0,1,1,1,1,1
737,"// TODO Auto-generated method stub

}",1,0,0,1,0,1,1,1,1,1
738,"TODO : ajouter un support pour etre appelle en static ou encore pour que le plug genere son
code macro ?
TODO : ajouter le support de l'history ?",1,0,0,1,0,1,1,1,1,1
739,"safety to dispatch on AWT for sequence
afaik this is not safe at all as dead lock can occurs very quickly",1,0,1,1,0,1,0,1,1,1
740,HashSet is better suited for add without duplication,1,1,1,1,0,1,0,1,1,1
741,TODO: add sequences from swimming pool ?,1,1,1,1,0,1,0,1,1,1
742,TODO: add ROI from swimming pool ?,1,1,1,1,0,1,0,1,1,1
743,TODO: add Painter from swimming pool ?,1,1,1,1,0,1,0,1,1,1
744,"FIXME : why we did that ??
this is not a good idea to force bounds when rescale = false",1,1,0,1,1,1,0,1,1,0
745,"FIXME : We use InvokeNow(...) to avoid the JVM deadlock bug (id: 5104239) when the
AWT
thread is initialized while others threads load some new library with
ClassLoader.loadLibrary
ThreadUtil.invokeNow(new Runnable()",1,1,0,1,1,1,0,1,1,0
746,"FIXME : We use InvokeNow(...) to avoid the JVM deadlock bug (id: 5104239) when the
AWT
thread is initialized while others threads load some new library with
ClassLoader.loadLibrary
ThreadUtil.invokeNow(new Runnable()",1,1,0,1,1,1,0,1,1,0
747,// preload them here so further process won't wait them too much...,1,1,0,1,1,1,0,1,1,0
748,TODO: remove that when plugin will be updated,0,1,1,0,0,0,1,1,1,1
749,simple search in name and description,1,1,1,1,0,1,1,1,1,0
750,"can take sometime, better to execute it in background",1,1,1,1,0,1,1,1,1,0
751,"if we have the local search provider, we try to transfer the result
TODO: maybe we can do better than this hack...",1,1,1,1,0,1,1,1,1,0
752,"not already present in local result --> add it
TODO: serious hack here, try to improve that later :-/",1,1,1,1,0,1,1,1,1,0
753,FIXME : why this is needed ?,1,1,1,1,0,1,1,1,1,0
754,TODO,1,1,1,1,0,1,0,1,1,1
755,TODO,1,1,1,1,0,1,0,1,1,1
756,TODO,1,1,1,1,0,1,0,1,1,1
757,TODO,1,1,1,1,0,1,0,1,1,1
758,TODO,1,1,1,1,0,1,0,1,1,1
759,if ((roi1 instanceof ROI2DShape) && (roi2 instanceof ROI2DShape)),1,1,1,1,0,1,0,1,1,1
760,better to use ROI position ?,0,1,1,1,1,1,0,1,1,1
761,this ROI doesn't take care of inclusive parameter as intersect = contains,0,1,1,1,1,1,0,1,1,1
762,just take care about path,0,1,1,1,1,1,0,1,1,1
763,TODO,0,1,1,1,1,1,0,1,1,1
764,FIXME : need a better implementation,0,1,1,1,1,1,0,1,1,1
765,FIXME: hacky method to know visibility flags should not be impacted here,0,0,0,0,0,0,0,0,1,0
766,FIXME : why this is needed ?,1,0,0,0,0,1,0,0,1,0
767,TODO: may be better to throw the RejectedExecutionException exception,1,1,0,1,0,1,0,1,1,1
768,probably an interrupt exception here,0,1,1,1,0,0,0,1,0,1
769,FIXME : unsafe (not supposed to work),0,1,1,1,0,0,0,1,0,1
770,FIXME : why this is needed ?,0,1,1,1,0,0,0,1,0,1
771,"// default implementation, override it to provide better consecutive access performance
@Override
public String getOpened()",0,0,1,0,0,0,1,1,0,0
772,"}

// default implementation, override it to provide better consecutive access performance
@Override
public boolean open(String id) throws UnsupportedFormatException, IOException",0,0,1,0,0,0,1,1,0,0
773,"}

// default implementation, override it to provide better consecutive access performance
@Override
public boolean close() throws IOException",0,0,1,0,0,0,1,1,0,0
774,"add volume to renderer
TODO : add option to remove volume rendering",1,0,0,0,0,0,1,1,1,0
775,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
776,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
777,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
778,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
779,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
780,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
781,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
782,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
783,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
784,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
785,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
786,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
787,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
788,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
789,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
790,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
791,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
792,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
793,TODO: add sort here from plugin importer preferences,1,0,0,0,0,0,1,1,1,0
794,"Modified Aug 19, 2014 by Alexandre Dufour
Reason: provide a better approximation accounting for digitisation artifacts",1,0,0,0,0,0,1,1,1,0
795,"Modified Aug 19, 2014 by Alexandre Dufour
Reason: provide a better approximation accounting for digitisation artifacts",1,0,0,0,0,0,1,1,1,0
796,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
797,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
798,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
799,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
800,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
801,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
802,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
803,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
804,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
805,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
806,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
807,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
808,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
809,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
810,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
811,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
812,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
813,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
814,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
815,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
816,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
817,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
818,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
819,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
820,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
821,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
822,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
823,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
824,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
825,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
826,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
827,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
828,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
829,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
830,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
831,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
832,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
833,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
834,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
835,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
836,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
837,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
838,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
839,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
840,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
841,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
842,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
843,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
844,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
845,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
846,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
847,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
848,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
849,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
850,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
851,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
852,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
853,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
854,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
855,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
856,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
857,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
858,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
859,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
860,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
861,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
862,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
863,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
864,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
865,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
866,"propagate event if it comes from the active sequence
FIXME: why we need to test that ? it should always be the active sequence ?",1,1,0,1,0,0,1,1,1,1
